,timestamp,open,high,low,close,vwap,volume,count
0,2023-12-27 20:15:00,43200.0,43325.0,43163.2,43325.0,43253.4,60.62268873,402.0
1,2023-12-27 20:30:00,43324.9,43467.0,43324.9,43466.9,43412.2,35.97903762,495.0
2,2023-12-27 20:45:00,43467.0,43561.5,43432.0,43517.8,43500.4,35.57031318,426.0
3,2023-12-27 21:00:00,43500.1,43508.5,43373.1,43373.1,43417.5,29.24426272,293.0
4,2023-12-27 21:15:00,43373.0,43400.4,43347.9,43377.8,43377.7,58.73216506,279.0
5,2023-12-27 21:30:00,43377.8,43422.4,43354.1,43358.0,43387.8,7.20904894,149.0
6,2023-12-27 21:45:00,43355.7,43385.0,43287.0,43384.9,43321.2,9.88912904,283.0
7,2023-12-27 22:00:00,43384.9,43608.7,43383.7,43608.7,43461.1,90.022843,440.0
8,2023-12-27 22:15:00,43608.6,43650.0,43506.5,43508.7,43603.7,21.54969048,340.0
9,2023-12-27 22:30:00,43505.1,43532.7,43377.1,43377.1,43455.9,15.48159029,263.0
10,2023-12-27 22:45:00,43377.2,43433.0,43334.9,43375.5,43393.9,9.94693911,286.0
11,2023-12-27 23:00:00,43375.5,43458.7,43360.5,43458.6,43442.7,20.71987445,195.0
12,2023-12-27 23:15:00,43458.6,43563.8,43403.2,43412.3,43524.0,115.90782976,263.0
13,2023-12-27 23:30:00,43412.3,43489.1,43402.0,43447.0,43433.8,4.14621654,139.0
14,2023-12-27 23:45:00,43447.1,43469.2,43399.9,43468.1,43414.9,3.276402,143.0
15,2023-12-28 00:00:00,43467.2,43509.1,43431.0,43493.6,43474.5,27.66486822,215.0
16,2023-12-28 00:15:00,43493.7,43605.1,43480.4,43605.0,43557.0,48.89620757,348.0
17,2023-12-28 00:30:00,43605.1,43792.3,43605.0,43653.3,43693.2,97.80380139,604.0
18,2023-12-28 00:45:00,43647.8,43700.0,43568.1,43592.5,43635.8,50.60261302,256.0
19,2023-12-28 01:00:00,43591.2,43706.9,43567.2,43698.4,43642.7,15.06681774,188.0
20,2023-12-28 01:15:00,43693.2,43706.9,43590.3,43590.3,43655.4,14.15842408,205.0
21,2023-12-28 01:30:00,43590.4,43683.3,43590.3,43605.4,43631.5,3.28896897,192.0
22,2023-12-28 01:45:00,43605.4,43605.4,43496.3,43496.4,43532.9,10.89842019,157.0
23,2023-12-28 02:00:00,43496.4,43499.1,43355.6,43402.2,43415.6,17.80985603,304.0
24,2023-12-28 02:15:00,43409.2,43505.8,43402.0,43443.6,43446.2,2.26043309,135.0
25,2023-12-28 02:30:00,43443.6,43467.0,43410.1,43444.7,43446.1,9.63973319,108.0
26,2023-12-28 02:45:00,43444.8,43465.0,43382.4,43398.4,43405.6,43.22442213,176.0
27,2023-12-28 03:00:00,43398.4,43419.3,43366.8,43391.4,43384.4,8.64389836,157.0
28,2023-12-28 03:15:00,43391.4,43450.0,43391.3,43437.5,43433.3,7.29341312,147.0
29,2023-12-28 03:30:00,43437.5,43437.5,43406.4,43419.3,43425.7,7.02153708,142.0
30,2023-12-28 03:45:00,43419.3,43436.3,43419.3,43436.3,43435.0,2.66660696,262.0
31,2023-12-28 04:00:00,43436.3,43494.9,43436.2,43494.8,43449.0,1.08570267,104.0
32,2023-12-28 04:15:00,43494.9,43621.7,43494.9,43621.7,43567.0,8.6415995,163.0
33,2023-12-28 04:30:00,43621.8,43621.8,43392.9,43403.5,43479.4,170.59231812,440.0
34,2023-12-28 04:45:00,43403.5,43432.7,43320.3,43338.0,43379.6,61.10253718,307.0
35,2023-12-28 05:00:00,43338.0,43349.1,43158.8,43170.1,43294.6,52.4323682,502.0
36,2023-12-28 05:15:00,43170.1,43271.3,43170.1,43171.1,43205.9,7.63319355,213.0
37,2023-12-28 05:30:00,43171.1,43252.8,43171.0,43248.3,43202.0,29.13342922,189.0
38,2023-12-28 05:45:00,43252.9,43252.9,43148.0,43224.6,43214.0,41.7986649,319.0
39,2023-12-28 06:00:00,43221.2,43221.2,43090.4,43172.3,43150.6,44.41439134,384.0
40,2023-12-28 06:15:00,43172.3,43172.3,43022.6,43023.3,43100.9,13.75123085,341.0
41,2023-12-28 06:30:00,43023.4,43122.2,43018.8,43100.0,43062.1,7.47433942,181.0
42,2023-12-28 06:45:00,43100.1,43131.8,43018.8,43062.1,43078.4,2.85635205,188.0
43,2023-12-28 07:00:00,43062.1,43065.4,43001.0,43005.6,43017.2,5.59997081,187.0
44,2023-12-28 07:15:00,43005.6,43060.9,42850.0,42858.3,42968.3,48.54940525,462.0
45,2023-12-28 07:30:00,42853.9,42941.4,42850.0,42941.4,42894.3,4.07566025,160.0
46,2023-12-28 07:45:00,42941.4,43055.9,42941.4,43051.1,43025.2,54.80080763,256.0
47,2023-12-28 08:00:00,43051.1,43074.6,42985.5,43074.6,43024.6,10.62429438,200.0
48,2023-12-28 08:15:00,43075.0,43075.0,43012.2,43021.2,43046.5,4.82343104,120.0
49,2023-12-28 08:30:00,43021.1,43048.8,43016.6,43018.5,43024.3,2.22483146,131.0
50,2023-12-28 08:45:00,43018.5,43036.1,42937.7,42958.0,42989.5,14.98493732,170.0
51,2023-12-28 09:00:00,42956.1,42958.0,42910.5,42940.1,42947.3,19.95408892,170.0
52,2023-12-28 09:15:00,42940.1,43005.6,42912.1,42971.7,42973.2,8.17065846,161.0
53,2023-12-28 09:30:00,42971.8,43100.0,42971.7,43099.9,43050.3,4.82240549,171.0
54,2023-12-28 09:45:00,43099.9,43117.0,43076.6,43099.1,43094.7,4.57958001,129.0
55,2023-12-28 10:00:00,43099.1,43152.8,43077.0,43152.8,43107.7,5.0676065,182.0
56,2023-12-28 10:15:00,43152.8,43163.6,43148.5,43148.7,43154.6,7.876506,158.0
57,2023-12-28 10:30:00,43148.7,43178.0,43148.6,43177.9,43160.3,6.95449766,103.0
58,2023-12-28 10:45:00,43177.9,43178.0,43149.5,43149.6,43174.7,19.06766778,133.0
59,2023-12-28 11:00:00,43149.6,43149.6,43100.0,43100.0,43140.5,23.81693539,144.0
60,2023-12-28 11:15:00,43096.5,43096.5,43068.0,43090.0,43089.5,4.68813316,123.0
61,2023-12-28 11:30:00,43090.0,43126.7,43084.1,43116.6,43093.4,3.39322439,127.0
62,2023-12-28 11:45:00,43116.7,43116.7,43098.0,43098.1,43106.0,2.88641471,90.0
63,2023-12-28 12:00:00,43098.1,43143.1,43098.0,43138.4,43102.0,8.11418061,138.0
64,2023-12-28 12:15:00,43138.3,43138.4,42990.0,42990.1,43082.6,8.94272364,176.0
65,2023-12-28 12:30:00,42990.1,42990.1,42911.1,42962.0,42926.7,57.5519089,270.0
66,2023-12-28 12:45:00,42960.0,42969.0,42790.4,42791.8,42886.4,17.236904,358.0
67,2023-12-28 13:00:00,42796.5,42832.0,42645.0,42703.8,42754.0,31.50342965,574.0
68,2023-12-28 13:15:00,42703.5,42915.7,42703.5,42864.3,42853.0,17.163035,264.0
69,2023-12-28 13:30:00,42864.8,42915.7,42752.0,42845.4,42786.0,14.52146874,350.0
70,2023-12-28 13:45:00,42845.4,42897.6,42819.1,42819.1,42861.4,5.8678344,184.0
71,2023-12-28 14:00:00,42819.1,42831.7,42640.9,42725.6,42760.7,24.85656518,330.0
72,2023-12-28 14:15:00,42723.1,42745.0,42623.8,42745.0,42667.8,285.46754245,744.0
73,2023-12-28 14:30:00,42745.0,42799.9,42635.8,42635.8,42720.2,14.26726459,380.0
74,2023-12-28 14:45:00,42635.9,42662.2,42512.0,42661.7,42584.9,77.13170621,779.0
75,2023-12-28 15:00:00,42661.7,42709.2,42558.1,42650.0,42651.8,44.22119178,316.0
76,2023-12-28 15:15:00,42650.0,42650.0,42492.2,42492.2,42512.3,60.84545634,409.0
77,2023-12-28 15:30:00,42492.3,42511.7,42427.0,42433.8,42471.6,23.60999054,326.0
78,2023-12-28 15:45:00,42433.9,42511.7,42430.0,42449.6,42450.4,27.12851274,293.0
79,2023-12-28 16:00:00,42449.6,42455.0,42354.3,42409.4,42406.0,58.29372228,510.0
80,2023-12-28 16:15:00,42406.3,42406.3,42307.2,42333.8,42332.0,15.47728283,303.0
81,2023-12-28 16:30:00,42330.8,42516.4,42326.0,42515.1,42438.5,16.28139234,404.0
82,2023-12-28 16:45:00,42515.1,42561.9,42450.0,42463.8,42556.1,94.00180297,347.0
